time,entry_dir,no_etc,use_etc,pre_3min_dir,pre_3min_etc,pre_3min_no_etc,pre_5min_dir,pre_5min_etc,pre_5min_no_etc,pre_7min_dir,pre_7min_etc,pre_7min_no_etc,pre_10min_dir,pre_10min_etc,pre_10min_no_etc,etc_rate
2016/9/27 7:00,56,48,8,6,2,4,10,3,7,13,3,10,17,4,13,0.857142857
2016/9/27 7:20,50,41,9,16,1,15,22,1,21,34,2,32,42,3,39,0.82
2016/9/27 7:40,41,27,14,5,1,4,7,2,5,14,2,12,26,5,21,0.658536585
2016/9/27 8:00,60,35,25,9,3,6,10,4,6,14,7,7,15,7,8,0.583333333
2016/9/27 8:20,45,34,11,12,5,7,22,10,12,26,11,15,32,16,16,0.755555556
2016/9/27 8:40,64,46,18,5,0,5,10,1,9,19,3,16,27,6,21,0.71875
2016/9/27 9:00,58,42,16,12,4,8,22,7,15,28,8,20,34,10,24,0.724137931
2016/9/27 9:20,65,44,21,9,3,6,12,4,8,19,7,12,28,11,17,0.676923077
2016/9/27 9:40,45,37,8,11,2,9,18,6,12,30,8,22,46,12,34,0.822222222
2016/9/27 10:00,50,34,16,11,5,6,12,5,7,15,5,10,24,7,17,0.68
2016/9/27 10:20,35,27,8,9,3,6,12,4,8,17,4,13,24,8,16,0.771428571
2016/9/27 10:40,58,44,14,7,0,7,12,1,11,20,3,17,23,4,19,0.75862069
2016/9/27 11:00,31,28,3,5,0,5,10,0,10,14,2,12,22,5,17,0.903225806
2016/9/27 11:20,47,38,9,5,0,5,8,0,8,11,0,11,14,1,13,0.808510638
2016/9/27 11:40,33,28,5,12,4,8,18,5,13,24,7,17,28,7,21,0.848484848
2016/9/27 12:00,34,26,8,4,0,4,7,1,6,9,2,7,15,3,12,0.764705882
2016/9/27 12:20,44,32,12,4,1,3,8,2,6,11,3,8,17,3,14,0.727272727
2016/9/27 12:40,37,29,8,6,1,5,11,3,8,18,5,13,23,6,17,0.783783784
2016/9/27 13:00,57,42,15,5,3,2,6,3,3,11,4,7,16,5,11,0.736842105
2016/9/27 13:20,54,39,15,7,2,5,16,4,12,16,4,12,21,6,15,0.722222222
2016/9/27 13:40,90,74,16,4,2,2,11,3,8,16,4,12,21,6,15,0.822222222
2016/9/27 14:00,54,42,12,6,1,5,12,4,8,26,5,21,42,6,36,0.777777778
2016/9/27 14:20,47,35,12,4,0,4,9,1,8,15,3,12,20,5,15,0.744680851
2016/9/27 14:40,38,34,4,7,2,5,9,2,7,11,3,8,22,6,16,0.894736842
2016/9/27 15:00,39,26,13,2,0,2,8,1,7,13,1,12,18,1,17,0.666666667
2016/9/27 15:20,47,32,15,6,3,3,11,4,7,17,7,10,20,9,11,0.680851064
2016/9/27 15:40,44,33,11,8,4,4,16,6,10,22,7,15,30,10,20,0.75
2016/9/27 16:00,58,42,16,9,3,6,14,5,9,18,7,11,24,8,16,0.724137931
2016/9/27 16:20,53,36,17,4,1,3,11,4,7,15,5,10,26,8,18,0.679245283
2016/9/27 16:40,48,37,11,5,1,4,6,1,5,8,3,5,15,4,11,0.770833333
2016/9/27 17:00,52,36,16,7,1,6,11,2,9,16,3,13,20,5,15,0.692307692
2016/9/27 17:20,77,71,6,10,1,9,14,3,11,17,5,12,25,6,19,0.922077922
2016/9/27 17:40,45,34,11,14,3,11,22,4,18,31,4,27,50,6,44,0.755555556
2016/9/27 18:00,30,24,6,1,0,1,4,1,3,10,2,8,19,5,14,0.8
2016/9/27 18:20,18,13,5,4,1,3,14,4,10,15,4,11,19,4,15,0.722222222
2016/9/27 18:40,12,12,0,4,2,2,5,2,3,7,2,5,11,3,8,1
2016/9/27 19:00,40,35,5,0,0,0,2,0,2,3,0,3,6,0,6,0.875
2016/9/27 19:20,37,28,9,6,0,6,11,1,10,17,1,16,26,1,25,0.756756757
2016/9/27 19:40,55,52,3,5,1,4,10,4,6,13,4,9,15,4,11,0.945454545
2016/9/27 20:00,47,43,4,10,1,9,17,1,16,20,1,19,32,3,29,0.914893617
2016/9/27 20:20,51,45,6,5,0,5,7,1,6,10,1,9,16,2,14,0.882352941
2016/9/27 20:40,44,38,6,2,0,2,9,1,8,13,2,11,24,2,22,0.863636364
2016/9/27 21:00,34,28,6,4,1,3,11,2,9,14,3,11,19,3,16,0.823529412
2016/9/27 21:20,39,35,4,5,1,4,10,2,8,17,4,13,20,4,16,0.897435897
2016/9/27 21:40,26,24,2,5,0,5,9,0,9,14,0,14,17,0,17,0.923076923
2016/9/27 22:00,26,24,2,4,0,4,7,0,7,11,1,10,14,1,13,0.923076923
2016/9/27 22:20,20,19,1,4,1,3,5,1,4,9,2,7,14,2,12,0.95
2016/9/27 22:40,16,14,2,1,0,1,5,1,4,5,1,4,7,1,6,0.875
2016/9/27 23:00,12,11,1,1,0,1,5,0,5,5,0,5,9,1,8,0.916666667
2016/9/27 23:20,4,4,0,2,1,1,3,1,2,5,1,4,9,1,8,1
2016/9/27 23:40,3,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0
2016/9/28 0:00,7,7,0,0,0,0,0,0,0,1,1,0,1,1,0,1
2016/9/28 0:20,5,5,0,1,0,1,1,0,1,1,0,1,4,0,4,1
2016/9/28 0:40,16,15,1,1,0,1,1,0,1,1,0,1,2,0,2,0.9375
2016/9/28 1:00,10,9,1,2,0,2,4,1,3,7,1,6,8,1,7,0.9
2016/9/28 1:20,9,9,0,3,0,3,3,0,3,5,0,5,7,0,7,1
2016/9/28 1:40,7,6,1,2,0,2,2,0,2,2,0,2,4,0,4,0.857142857
2016/9/28 2:00,5,5,0,1,1,0,2,1,1,3,1,2,5,1,4,1
2016/9/28 2:20,4,4,0,1,0,1,1,0,1,1,0,1,3,0,3,1
2016/9/28 2:40,9,8,1,0,0,0,0,0,0,0,0,0,1,0,1,0.888888889
2016/9/28 3:00,6,6,0,4,1,3,4,1,3,4,1,3,4,1,3,1
2016/9/28 3:20,12,12,0,0,0,0,2,0,2,2,0,2,2,0,2,1
2016/9/28 3:40,13,13,0,3,0,3,6,0,6,7,0,7,8,0,8,1
2016/9/28 4:00,9,9,0,5,0,5,7,0,7,7,0,7,7,0,7,1
2016/9/28 4:20,7,7,0,1,0,1,2,0,2,3,0,3,4,0,4,1
2016/9/28 4:40,14,14,0,1,0,1,1,0,1,2,0,2,5,0,5,1
2016/9/28 5:00,22,21,1,1,0,1,3,0,3,8,0,8,9,0,9,0.954545455
2016/9/28 5:20,22,20,2,1,0,1,2,0,2,6,0,6,11,1,10,0.909090909
2016/9/28 5:40,19,19,0,3,0,3,5,0,5,11,1,10,13,2,11,1
2016/9/28 6:00,30,28,2,3,0,3,4,0,4,6,0,6,7,0,7,0.933333333
2016/9/28 6:20,49,45,4,3,0,3,5,0,5,9,0,9,12,0,12,0.918367347
2016/9/28 6:40,50,44,6,4,1,3,7,1,6,13,1,12,26,2,24,0.88
2016/9/28 7:00,91,80,11,7,1,6,11,1,10,14,2,12,24,2,22,0.879120879
2016/9/28 7:20,74,68,6,19,1,18,31,1,30,40,4,36,59,4,55,0.918918919
2016/9/28 7:40,104,89,15,10,0,10,16,0,16,27,2,25,36,4,32,0.855769231
2016/9/28 8:00,128,113,15,15,1,14,27,3,24,47,7,40,54,8,46,0.8828125
2016/9/28 8:20,137,126,11,22,3,19,36,5,31,48,6,42,66,10,56,0.919708029
2016/9/28 8:40,104,94,10,27,3,24,42,4,38,52,5,47,76,8,68,0.903846154
2016/9/28 9:00,111,95,16,10,3,7,16,4,12,27,4,23,46,5,41,0.855855856
2016/9/28 9:20,121,107,14,14,1,13,17,1,16,31,2,29,54,5,49,0.884297521
2016/9/28 9:40,136,121,15,20,2,18,38,4,34,44,5,39,57,7,50,0.889705882
2016/9/28 10:00,109,94,15,26,1,25,38,4,34,50,5,45,70,8,62,0.862385321
2016/9/28 10:20,89,84,5,14,1,13,26,4,22,40,7,33,55,11,44,0.943820225
2016/9/28 10:40,110,96,14,18,0,18,30,0,30,38,0,38,51,1,50,0.872727273
2016/9/28 11:00,88,81,7,16,1,15,24,2,22,30,2,28,56,10,46,0.920454545
2016/9/28 11:20,91,75,16,7,1,6,12,1,11,23,2,21,37,2,35,0.824175824
2016/9/28 11:40,78,68,10,18,3,15,22,3,19,34,4,30,49,9,40,0.871794872
2016/9/28 12:00,87,73,14,22,5,17,28,5,23,35,5,30,48,8,40,0.83908046
2016/9/28 12:20,89,75,14,19,2,17,29,3,26,39,6,33,51,8,43,0.842696629
2016/9/28 12:40,102,94,8,18,2,16,24,3,21,34,3,31,43,4,39,0.921568627
2016/9/28 13:00,104,91,13,13,2,11,24,3,21,36,3,33,52,5,47,0.875
2016/9/28 13:20,101,92,9,18,2,16,25,3,22,41,6,35,58,7,51,0.910891089
2016/9/28 13:40,95,84,11,18,3,15,24,3,21,30,3,27,52,6,46,0.884210526
2016/9/28 14:00,103,89,14,12,2,10,19,3,16,31,6,25,45,6,39,0.86407767
2016/9/28 14:20,110,100,10,11,2,9,19,2,17,36,5,31,46,8,38,0.909090909
2016/9/28 14:40,89,81,8,19,0,19,31,1,30,38,3,35,57,5,52,0.91011236
2016/9/28 15:00,91,75,16,15,0,15,25,0,25,35,3,32,50,4,46,0.824175824
2016/9/28 15:20,97,85,12,13,3,10,24,5,19,32,6,26,45,7,38,0.87628866
2016/9/28 15:40,88,79,9,7,1,6,18,2,16,33,2,31,51,6,45,0.897727273
2016/9/28 16:00,105,92,13,9,1,8,19,1,18,27,2,25,36,3,33,0.876190476
2016/9/28 16:20,97,86,11,17,1,16,23,3,20,35,7,28,53,8,45,0.886597938
2016/9/28 16:40,45,31,14,9,4,5,17,8,9,27,8,19,43,8,35,0.688888889
2016/9/28 17:00,31,24,7,3,1,2,7,2,5,9,2,7,20,5,15,0.774193548
2016/9/28 17:20,37,25,12,6,1,5,9,1,8,12,1,11,20,4,16,0.675675676
2016/9/28 17:40,31,21,10,3,0,3,7,2,5,14,4,10,17,5,12,0.677419355
2016/9/28 18:00,26,23,3,8,2,6,13,3,10,16,4,12,19,4,15,0.884615385
2016/9/28 18:20,24,17,7,5,1,4,8,1,7,11,1,10,18,2,16,0.708333333
2016/9/28 18:40,18,13,5,2,0,2,5,1,4,10,3,7,12,3,9,0.722222222
2016/9/28 19:00,28,20,8,3,1,2,4,2,2,5,3,2,9,3,6,0.714285714
2016/9/28 19:20,26,17,9,6,2,4,8,2,6,11,3,8,17,3,14,0.653846154
2016/9/28 19:40,17,12,5,4,1,3,7,2,5,9,3,6,12,4,8,0.705882353
2016/9/28 20:00,20,15,5,2,0,2,4,0,4,5,1,4,9,2,7,0.75
2016/9/28 20:20,24,20,4,3,1,2,3,1,2,7,1,6,10,2,8,0.833333333
2016/9/28 20:40,17,8,9,5,2,3,9,2,7,15,3,12,17,3,14,0.470588235
2016/9/28 21:00,24,17,7,2,2,0,2,2,0,4,3,1,9,6,3,0.708333333
2016/9/28 21:20,11,8,3,3,1,2,5,1,4,7,1,6,10,1,9,0.727272727
2016/9/28 21:40,16,8,8,4,1,3,7,1,6,9,1,8,9,1,8,0.5
2016/9/28 22:00,7,6,1,2,1,1,4,2,2,5,2,3,13,7,6,0.857142857
2016/9/28 22:20,9,8,1,0,0,0,2,0,2,3,0,3,3,0,3,0.888888889
2016/9/28 22:40,5,3,2,2,0,2,3,0,3,4,0,4,6,0,6,0.6
2016/9/28 23:00,11,11,0,2,1,1,4,1,3,4,1,3,4,1,3,1
2016/9/28 23:20,20,17,3,2,0,2,2,0,2,4,0,4,8,0,8,0.85
2016/9/28 23:40,11,11,0,2,0,2,6,1,5,7,1,6,12,2,10,1
2016/9/29 0:00,4,2,2,0,0,0,1,0,1,2,0,2,3,0,3,0.5
2016/9/29 0:20,9,8,1,1,1,0,2,1,1,2,1,1,3,1,2,0.888888889
2016/9/29 0:40,7,5,2,1,0,1,2,0,2,3,0,3,4,0,4,0.714285714
2016/9/29 1:00,3,3,0,0,0,0,0,0,0,1,0,1,4,1,3,1
2016/9/29 1:20,6,5,1,1,0,1,1,0,1,1,0,1,3,0,3,0.833333333
2016/9/29 1:40,11,8,3,1,0,1,1,0,1,2,0,2,3,0,3,0.727272727
2016/9/29 2:00,7,7,0,1,0,1,3,1,2,3,1,2,3,1,2,1
2016/9/29 2:20,4,4,0,0,0,0,1,0,1,1,0,1,3,0,3,1
2016/9/29 2:40,4,3,1,0,0,0,1,0,1,1,0,1,2,0,2,0.75
2016/9/29 3:00,3,2,1,0,0,0,1,1,0,2,1,1,3,1,2,0.666666667
2016/9/29 3:20,7,6,1,1,0,1,1,0,1,1,0,1,1,0,1,0.857142857
2016/9/29 3:40,9,9,0,3,0,3,3,0,3,3,0,3,3,0,3,1
2016/9/29 4:00,10,10,0,1,0,1,3,0,3,3,0,3,3,0,3,1
2016/9/29 4:20,10,8,2,1,0,1,2,0,2,4,0,4,7,0,7,0.8
2016/9/29 4:40,16,14,2,1,0,1,2,0,2,5,1,4,9,2,7,0.875
2016/9/29 5:00,6,5,1,3,0,3,6,0,6,7,0,7,8,0,8,0.833333333
2016/9/29 5:20,5,5,0,0,0,0,0,0,0,1,0,1,2,0,2,1
2016/9/29 5:40,4,4,0,2,0,2,2,0,2,3,0,3,3,0,3,1
2016/9/29 6:00,4,2,2,0,0,0,0,0,0,2,0,2,2,0,2,0.5
2016/9/29 6:20,9,7,2,1,1,0,2,1,1,3,2,1,3,2,1,0.777777778
2016/9/29 6:40,18,12,6,1,0,1,4,2,2,6,2,4,8,2,6,0.666666667
2016/9/29 7:00,25,16,9,5,3,2,6,3,3,9,4,5,14,5,9,0.64
2016/9/29 7:20,30,24,6,7,2,5,9,4,5,11,4,7,15,6,9,0.8
2016/9/29 7:40,30,19,11,5,2,3,11,3,8,14,4,10,17,5,12,0.633333333
2016/9/29 8:00,41,23,18,4,2,2,5,2,3,9,3,6,13,6,7,0.56097561
2016/9/29 8:20,48,33,15,7,3,4,10,5,5,12,6,6,20,8,12,0.6875
2016/9/29 8:40,50,31,19,7,1,6,12,3,9,15,5,10,18,7,11,0.62
2016/9/29 9:00,47,32,15,8,4,4,11,4,7,18,8,10,28,12,16,0.680851064
2016/9/29 9:20,40,32,8,6,2,4,9,2,7,14,3,11,24,6,18,0.8
2016/9/29 9:40,48,37,11,3,0,3,7,0,7,12,2,10,18,3,15,0.770833333
2016/9/29 10:00,56,43,13,11,3,8,14,4,10,17,4,13,27,6,21,0.767857143
2016/9/29 10:20,51,39,12,15,4,11,20,5,15,24,7,17,34,10,24,0.764705882
2016/9/29 10:40,40,31,9,10,3,7,16,5,11,20,5,15,28,6,22,0.775
2016/9/29 11:00,39,31,8,5,1,4,7,1,6,14,3,11,18,5,13,0.794871795
2016/9/29 11:20,41,28,13,7,2,5,9,2,7,14,2,12,18,2,16,0.682926829
2016/9/29 11:40,36,29,7,5,1,4,13,5,8,15,5,10,23,9,14,0.805555556
2016/9/29 12:00,35,27,8,5,1,4,7,2,5,10,3,7,14,4,10,0.771428571
2016/9/29 12:20,35,27,8,9,3,6,11,3,8,16,4,12,20,5,15,0.771428571
2016/9/29 12:40,43,35,8,4,1,3,11,1,10,12,1,11,16,2,14,0.813953488
2016/9/29 13:00,50,31,19,8,4,4,13,5,8,15,5,10,19,7,12,0.62
2016/9/29 13:20,24,16,8,14,8,6,17,8,9,20,8,12,27,12,15,0.666666667
2016/9/29 13:40,43,28,15,5,2,3,7,3,4,10,5,5,15,6,9,0.651162791
2016/9/29 14:00,48,33,15,4,2,2,11,3,8,19,4,15,23,6,17,0.6875
2016/9/29 14:20,43,30,13,5,1,4,6,1,5,14,4,10,21,7,14,0.697674419
2016/9/29 14:40,55,44,11,8,1,7,14,3,11,19,5,14,22,7,15,0.8
2016/9/29 15:00,53,36,17,15,3,12,17,4,13,18,4,14,25,6,19,0.679245283
2016/9/29 15:20,65,42,23,10,2,8,14,4,10,22,8,14,32,11,21,0.646153846
2016/9/29 15:40,53,40,13,10,2,8,16,2,14,19,3,16,32,9,23,0.754716981
2016/9/29 16:00,60,44,16,8,1,7,14,3,11,21,5,16,30,7,23,0.733333333
2016/9/29 16:20,50,40,10,9,1,8,15,5,10,22,6,16,30,9,21,0.8
2016/9/29 16:40,47,34,13,8,1,7,16,4,12,21,5,16,24,5,19,0.723404255
2016/9/29 17:00,30,27,3,4,1,3,9,3,6,13,5,8,18,5,13,0.9
2016/9/29 17:20,30,21,9,4,0,4,6,0,6,9,0,9,11,1,10,0.7
2016/9/29 17:40,30,18,12,5,2,3,8,2,6,10,3,7,15,4,11,0.6
2016/9/29 18:00,22,16,6,4,3,1,7,4,3,12,6,6,14,7,7,0.727272727
2016/9/29 18:20,26,20,6,3,2,1,5,3,2,7,3,4,10,4,6,0.769230769
2016/9/29 18:40,25,20,5,6,0,6,8,0,8,11,1,10,14,3,11,0.8
2016/9/29 19:00,18,14,4,1,0,1,3,0,3,4,1,3,8,2,6,0.777777778
2016/9/29 19:20,27,19,8,0,0,0,5,2,3,6,2,4,8,2,6,0.703703704
2016/9/29 19:40,22,17,5,5,0,5,10,3,7,14,4,10,16,4,12,0.772727273
2016/9/29 20:00,30,23,7,3,1,2,4,2,2,5,2,3,7,3,4,0.766666667
2016/9/29 20:20,16,9,7,5,1,4,8,1,7,11,3,8,22,7,15,0.5625
2016/9/29 20:40,21,18,3,5,2,3,5,2,3,6,2,4,7,3,4,0.857142857
2016/9/29 21:00,24,19,5,3,1,2,7,2,5,13,3,10,14,3,11,0.791666667
2016/9/29 21:20,16,12,4,5,1,4,5,1,4,8,2,6,12,3,9,0.75
2016/9/29 21:40,17,13,4,1,0,1,1,0,1,4,2,2,5,2,3,0.764705882
2016/9/29 22:00,15,13,2,1,1,0,5,3,2,7,3,4,10,3,7,0.866666667
2016/9/29 22:20,11,9,2,0,0,0,3,1,2,3,1,2,3,1,2,0.818181818
2016/9/29 22:40,7,6,1,1,0,1,2,1,1,4,1,3,7,1,6,0.857142857
2016/9/29 23:00,3,1,2,0,0,0,2,1,1,2,1,1,2,1,1,0.333333333
2016/9/29 23:20,5,5,0,0,0,0,2,2,0,2,2,0,2,2,0,1
2016/9/29 23:40,8,7,1,3,0,3,4,0,4,5,0,5,5,0,5,0.875
2016/9/30 0:00,18,17,1,3,0,3,3,0,3,3,0,3,3,0,3,0.944444444
2016/9/30 0:20,16,16,0,5,0,5,7,0,7,8,0,8,10,0,10,1
2016/9/30 0:40,8,8,0,1,0,1,4,0,4,7,0,7,7,0,7,1
2016/9/30 1:00,12,12,0,2,0,2,3,0,3,3,0,3,4,0,4,1
2016/9/30 1:20,9,9,0,2,0,2,5,0,5,5,0,5,7,0,7,1
2016/9/30 1:40,10,9,1,1,0,1,3,0,3,3,0,3,4,0,4,0.9
2016/9/30 2:00,5,5,0,2,0,2,4,0,4,4,0,4,4,0,4,1
2016/9/30 2:20,4,4,0,0,0,0,0,0,0,1,0,1,1,0,1,1
2016/9/30 2:40,7,7,0,2,0,2,2,0,2,2,0,2,3,0,3,1
2016/9/30 3:00,10,9,1,1,0,1,1,0,1,4,0,4,4,0,4,0.9
2016/9/30 3:20,8,7,1,2,0,2,2,0,2,2,0,2,4,1,3,0.875
2016/9/30 3:40,16,14,2,3,0,3,3,0,3,3,0,3,3,0,3,0.875
2016/9/30 4:00,19,15,4,4,1,3,7,1,6,9,2,7,12,2,10,0.789473684
2016/9/30 4:20,9,8,1,3,0,3,3,0,3,7,1,6,10,2,8,0.888888889
2016/9/30 4:40,21,18,3,1,0,1,2,0,2,3,0,3,6,1,5,0.857142857
2016/9/30 5:00,7,6,1,2,1,1,4,1,3,7,1,6,8,1,7,0.857142857
2016/9/30 5:20,3,3,0,0,0,0,1,0,1,1,0,1,2,0,2,1
2016/9/30 5:40,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667
2016/9/30 6:00,10,9,1,3,2,1,4,3,1,4,3,1,5,3,2,0.9
2016/9/30 6:20,17,13,4,4,1,3,5,1,4,5,1,4,5,1,4,0.764705882
2016/9/30 6:40,24,21,3,1,0,1,4,0,4,6,1,5,8,2,6,0.875
2016/9/30 7:00,29,18,11,5,1,4,7,1,6,9,2,7,15,3,12,0.620689655
2016/9/30 7:20,31,25,6,7,3,4,8,3,5,10,4,6,19,7,12,0.806451613
2016/9/30 7:40,44,33,11,7,3,4,11,4,7,15,5,10,19,5,14,0.75
2016/9/30 8:00,46,29,17,9,2,7,13,2,11,18,4,14,25,6,19,0.630434783
2016/9/30 8:20,48,30,18,5,1,4,9,3,6,15,4,11,24,9,15,0.625
2016/9/30 8:40,47,36,11,6,3,3,13,5,8,19,6,13,24,10,14,0.765957447
2016/9/30 9:00,60,51,9,6,0,6,11,1,10,12,1,11,23,4,19,0.85
2016/9/30 9:20,61,42,19,10,2,8,19,3,16,25,4,21,28,4,24,0.68852459
2016/9/30 9:40,63,51,12,8,0,8,18,2,16,25,4,21,32,6,26,0.80952381
2016/9/30 10:00,80,63,17,8,1,7,15,1,14,26,5,21,33,7,26,0.7875
2016/9/30 10:20,82,66,16,13,2,11,24,6,18,32,7,25,47,11,36,0.804878049
2016/9/30 10:40,71,57,14,16,5,11,21,6,15,28,7,21,39,10,29,0.802816901
2016/9/30 11:00,55,45,10,15,3,12,21,3,18,31,7,24,38,7,31,0.818181818
2016/9/30 11:20,48,38,10,6,0,6,12,0,12,19,2,17,26,3,23,0.791666667
2016/9/30 11:40,55,38,17,8,3,5,12,3,9,24,7,17,30,7,23,0.690909091
2016/9/30 12:00,74,52,22,8,2,6,11,3,8,21,6,15,31,10,21,0.702702703
2016/9/30 12:20,86,62,24,8,3,5,11,3,8,21,6,15,30,8,22,0.720930233
2016/9/30 12:40,99,67,32,12,6,6,19,7,12,28,7,21,41,12,29,0.676767677
2016/9/30 13:00,108,85,23,15,7,8,20,7,13,29,9,20,50,16,34,0.787037037
2016/9/30 13:20,98,79,19,17,1,16,28,5,23,45,8,37,68,15,53,0.806122449
2016/9/30 13:40,95,74,21,10,2,8,17,3,14,25,5,20,42,9,33,0.778947368
2016/9/30 14:00,88,66,22,16,1,15,29,6,23,35,7,28,50,12,38,0.75
2016/9/30 14:20,71,58,13,15,3,12,22,4,18,32,5,27,46,10,36,0.816901408
2016/9/30 14:40,84,67,17,15,5,10,23,6,17,29,6,23,43,11,32,0.797619048
2016/9/30 15:00,75,55,20,15,7,8,25,8,17,36,9,27,44,11,33,0.733333333
2016/9/30 15:20,80,58,22,13,1,12,19,2,17,32,6,26,42,11,31,0.725
2016/9/30 15:40,124,84,40,10,2,8,21,3,18,29,6,23,38,8,30,0.677419355
2016/9/30 16:00,130,106,24,21,8,13,31,10,21,45,15,30,60,17,43,0.815384615
2016/9/30 16:20,132,100,32,11,3,8,25,4,21,37,5,32,53,7,46,0.757575758
2016/9/30 16:40,117,96,21,27,10,17,40,12,28,51,16,35,63,18,45,0.820512821
2016/9/30 17:00,87,65,22,12,2,10,22,3,19,35,6,29,50,8,42,0.747126437
2016/9/30 17:20,98,79,19,12,1,11,15,1,14,24,3,21,41,9,32,0.806122449
2016/9/30 17:40,133,119,14,18,4,14,28,6,22,40,9,31,60,11,49,0.894736842
2016/9/30 18:00,137,119,18,22,1,21,37,4,33,58,5,53,77,8,69,0.868613139
2016/9/30 18:20,172,152,20,24,4,20,33,6,27,40,6,34,64,9,55,0.88372093
2016/9/30 18:40,156,140,16,29,6,23,46,7,39,59,9,50,81,11,70,0.897435897
2016/9/30 19:00,156,143,13,15,1,14,31,4,27,43,4,39,77,9,68,0.916666667
2016/9/30 19:20,154,141,13,19,2,17,35,2,33,48,5,43,73,6,67,0.915584416
2016/9/30 19:40,166,152,14,27,4,23,43,4,39,60,4,56,80,6,74,0.915662651
2016/9/30 20:00,159,147,12,29,1,28,46,1,45,57,3,54,76,5,71,0.924528302
2016/9/30 20:20,149,132,17,30,0,30,47,2,45,62,3,59,88,5,83,0.88590604
2016/9/30 20:40,182,162,20,16,3,13,25,3,22,39,5,34,64,6,58,0.89010989
2016/9/30 21:00,151,133,18,27,4,23,42,4,38,63,6,57,95,7,88,0.880794702
2016/9/30 21:20,162,139,23,27,3,24,46,7,39,63,7,56,80,8,72,0.858024691
2016/9/30 21:40,137,125,12,13,1,12,31,3,28,44,5,39,62,7,55,0.912408759
2016/9/30 22:00,123,116,7,19,3,16,32,3,29,47,3,44,66,5,61,0.943089431
2016/9/30 22:20,107,101,6,24,0,24,37,1,36,50,2,48,61,2,59,0.943925234
2016/9/30 22:40,117,113,4,21,1,20,32,1,31,45,1,44,62,3,59,0.965811966
2016/9/30 23:00,101,96,5,13,0,13,20,1,19,38,2,36,55,2,53,0.95049505
2016/9/30 23:20,70,60,10,14,1,13,26,2,24,36,2,34,45,2,43,0.857142857
2016/9/30 23:40,45,43,2,10,2,8,16,3,13,22,5,17,38,6,32,0.955555556
2016/10/1 0:00,86,84,2,2,0,2,11,2,9,12,2,10,24,2,22,0.976744186
2016/10/1 0:20,63,61,2,15,0,15,23,0,23,31,0,31,36,0,36,0.968253968
2016/10/1 0:40,56,55,1,14,1,13,19,1,18,24,1,23,25,1,24,0.982142857
2016/10/1 1:00,65,62,3,8,0,8,11,0,11,16,0,16,26,1,25,0.953846154
2016/10/1 1:20,56,52,4,9,0,9,12,0,12,24,1,23,28,1,27,0.928571429
2016/10/1 1:40,43,43,0,9,1,8,12,1,11,20,1,19,26,1,25,1
2016/10/1 2:00,31,31,0,6,0,6,13,0,13,18,0,18,20,0,20,1
2016/10/1 2:20,48,48,0,1,0,1,5,0,5,9,0,9,12,0,12,1
2016/10/1 2:40,46,46,0,12,0,12,14,0,14,22,0,22,31,0,31,1
2016/10/1 3:00,41,39,2,5,0,5,12,0,12,18,0,18,27,0,27,0.951219512
2016/10/1 3:20,48,48,0,5,0,5,12,0,12,15,0,15,25,1,24,1
2016/10/1 3:40,46,45,1,13,0,13,16,0,16,21,0,21,28,0,28,0.97826087
2016/10/1 4:00,59,57,2,8,0,8,13,0,13,14,0,14,17,0,17,0.966101695
2016/10/1 4:20,81,81,0,11,1,10,21,1,20,27,1,26,35,1,34,1
2016/10/1 4:40,101,98,3,16,0,16,29,0,29,34,0,34,39,0,39,0.97029703
2016/10/1 5:00,142,139,3,21,0,21,34,0,34,48,0,48,57,1,56,0.978873239
2016/10/1 5:20,151,147,4,19,1,18,37,2,35,47,2,45,62,2,60,0.973509934
2016/10/1 5:40,193,191,2,25,1,24,31,1,30,49,3,46,70,3,67,0.989637306
2016/10/1 6:00,213,210,3,30,0,30,54,0,54,67,0,67,92,0,92,0.985915493
2016/10/1 6:20,257,247,10,26,2,24,51,2,49,73,2,71,103,2,101,0.961089494
2016/10/1 6:40,275,264,11,50,1,49,94,3,91,113,5,108,147,8,139,0.96
2016/10/1 7:00,267,259,8,51,1,50,84,2,82,116,4,112,150,6,144,0.970037453
2016/10/1 7:20,244,236,8,56,2,54,79,3,76,112,4,108,145,6,139,0.967213115
2016/10/1 7:40,233,232,1,31,1,30,49,3,46,71,3,68,115,5,110,0.995708155
2016/10/1 8:00,217,217,0,24,0,24,46,0,46,72,0,72,100,0,100,1
2016/10/1 8:20,210,208,2,37,0,37,60,0,60,79,0,79,115,0,115,0.99047619
2016/10/1 8:40,198,197,1,27,0,27,48,0,48,76,1,75,108,1,107,0.994949495
2016/10/1 9:00,251,240,11,33,0,33,52,1,51,69,1,68,101,1,100,0.956175299
2016/10/1 9:20,249,242,7,46,1,45,71,1,70,92,1,91,126,2,124,0.97188755
2016/10/1 9:40,242,229,13,60,1,59,83,1,82,106,2,104,140,2,138,0.946280992
2016/10/1 10:00,281,269,12,31,5,26,50,5,45,68,5,63,101,6,95,0.957295374
2016/10/1 10:20,204,195,9,49,2,47,83,4,79,110,6,104,141,9,132,0.955882353
2016/10/1 10:40,212,204,8,33,1,32,49,3,46,60,3,57,87,5,82,0.962264151
